x1,x2,x3,x4,x5,x6,x7,x8,x9,y1,y2,y3
366.88,0.80951,91.152,0.8071,1305.4,1.374,5.64,0.48304,0.19668,0.98952,49.069,49.064
237.26,0.91105,118.08,0.91708,3960.7,3.34,11.785,0.49472,0.22901,0.98696,100.55,100.55
703.72,0.94058,144.42,0.94914,1016.1,3.8906,11.362,0.49768,0.18856,0.99573,111.97,112.06
228.8,0.91617,13.161,0.99461,2662.1,1.5845,0.058508,0.32853,0.21863,0.99059,5.2057,5.229
667.96,0.83203,49.484,0.8067,1870.3,2.4945,0.97046,0.16126,0.13956,0.99483,12.183,12.157
728.07,0.85077,201.54,0.864,3377.5,1.0633,12.718,0.41464,0.087913,0.99435,242.17,242.15
678.28,0.92195,61.716,0.98753,3462.5,1.6609,18.314,0.59786,0.2724,0.99659,115.23,115.24
598.19,0.9679,230.15,0.86065,2045.4,3.2514,26.609,0.16589,0.26438,0.99354,137.98,137.96
704.48,0.97179,148.55,0.95399,3250.5,1.3355,28.624,0.57995,0.10617,0.99607,295.46,295.33
301.67,0.90783,204.06,0.91783,2330.1,2.6329,26.824,0.36559,0.10512,0.98768,130.08,130.05
197.46,0.94707,21.86,0.85524,1045.2,3.7162,33.688,0.54284,0.28133,0.98763,43.018,43.085
263.59,0.87716,319.26,0.88506,2105.3,1.4205,26.326,0.54279,0.11906,0.9801,318.97,318.95
578.15,0.92902,285,0.98613,1442.9,1.1024,11.487,0.20606,0.1092,0.99341,106.28,106.28
769.47,0.9676,227.88,0.97032,1398.7,3.0478,39.47,0.50455,0.086872,0.99544,283.08,283.04
546.97,0.80492,346.23,0.80956,2674.1,2.9511,22.311,0.14664,0.094234,0.98916,152.8,152.79
566.54,0.93592,91.956,0.82528,3522.4,2.9252,23.566,0.52385,0.19499,0.99478,151.63,151.69
388.14,0.80305,85.911,0.80113,1159,3.5626,34.122,0.42523,0.11084,0.99028,71.49,71.647
701.19,0.83273,148.96,0.84256,2247.5,2.9249,35.126,0.2185,0.22367,0.99449,117.96,117.8
510.29,0.82301,264.72,0.86158,1657.4,2.326,32.453,0.11704,0.10287,0.99069,92.523,92.739
794.86,0.87664,137.17,0.8688,2862,1.4563,13.436,0.17358,0.24731,0.99558,79.351,79.171
369.19,0.81637,16.968,0.944,2570.6,1.3838,8.349,0.58488,0.24073,0.99304,21.015,21.022
313.39,0.96661,315.57,0.90347,2570.1,3.6496,32.178,0.2566,0.1334,0.98593,199.88,199.67
412.11,0.98425,230.81,0.82511,1861,1.0257,10.459,0.59214,0.27825,0.99014,235.57,235.55
262.76,0.91549,69.587,0.98134,3522.6,3.017,14.374,0.27532,0.11063,0.98982,37.364,37.373
405.81,0.92286,96.236,0.80268,2576.7,1.7312,8.3167,0.46932,0.079688,0.99165,59.927,59.935
332.79,0.93718,168.13,0.96242,2923.3,1.7942,18.399,0.56044,0.14968,0.99049,159.94,159.93
450.37,0.83938,211.32,0.83469,1904.7,3.1212,30.212,0.14441,0.067635,0.99014,78.755,78.859
323.76,0.8317,102.34,0.96432,2686,1.9719,3.8404,0.33001,0.054991,0.99004,39.101,39.105
193.81,0.86342,321.41,0.9103,1993.2,1.7994,20.882,0.40717,0.11178,0.9744,211.2,211.02
171.49,0.81206,310.38,0.89137,2805,1.5664,8.7831,0.50463,0.068314,0.96902,229.57,229.43
246.39,0.94805,189.25,0.98543,2975,1.4661,32.825,0.47799,0.23802,0.98688,169.5,169.46
343.48,0.96858,189.93,0.8387,2303.2,3.0671,5.5676,0.49282,0.15775,0.98923,145.05,145.15
453.8,0.83141,59.883,0.92132,1928.2,1.33,11.366,0.46896,0.2153,0.99337,43.028,43.013
584.22,0.95855,84.046,0.99556,1452.8,3.3487,14.653,0.33256,0.18318,0.99566,51.797,51.825
149.11,0.98957,279.7,0.95689,3144.8,1.5984,11.455,0.25667,0.12757,0.97501,114.48,114.4
643.2,0.96195,12.448,0.85798,1327.9,3.2561,36.863,0.32142,0.050407,0.99666,41.548,41.57
270.2,0.92063,115.8,0.92561,2973.5,1.3737,8.5048,0.22915,0.26109,0.98851,48.693,48.771
498.84,0.80628,62.706,0.93583,2495.6,2.4243,14.336,0.34884,0.29079,0.99387,48.534,48.62
667.57,0.87303,26.094,0.96356,2136.1,2.7604,38.427,0.52262,0.29451,0.99663,65.768,65.717
110.17,0.93261,332.14,0.82013,2635.6,1.3849,12.717,0.13214,0.077013,0.95596,79.739,79.689
760.19,0.88713,166.84,0.80749,3092.3,2.4565,26.933,0.33396,0.13595,0.99494,206.47,206.51
738.08,0.82984,249.24,0.9808,2999.7,1.5721,9.1297,0.59434,0.20758,0.96631,16604,16606
271.8,0.8349,282.15,0.88479,1250.1,2.9378,9.7764,0.43369,0.22494,0.98205,192.32,191.87
776.21,0.82899,98.892,0.91769,3154.9,2.6673,33.906,0.40541,0.22196,0.99615,173.53,173.39
351.46,0.94317,323.03,0.93972,3160.6,3.0131,7.2213,0.22503,0.087116,0.9878,153.19,153.29
277.66,0.98021,17.968,0.99927,3059.5,1.6042,15.746,0.40793,0.19786,0.9928,24.667,24.666
317.51,0.93416,119.4,0.97426,3342.2,2.9124,6.5484,0.10397,0.25914,0.99075,38.205,38.123
750.18,0.87429,347.13,0.88933,2526.9,2.0266,15.495,0.2456,0.24897,0.99198,522.3,521.29
580.42,0.89218,207.83,0.96619,2834.1,1.221,12.723,0.13447,0.19352,0.99385,80.924,80.97
768.34,0.93497,232.08,0.83637,3032.8,2.6025,19.864,0.46989,0.20276,0.99136,2540.2,2541.1
555.63,0.8812,128.52,0.9048,3948.3,2.0156,27.581,0.22101,0.086006,0.99405,85.922,85.898
231.85,0.96428,212.86,0.89527,3286.9,1.5802,31.882,0.345,0.2711,0.98416,159.77,159.8
201.67,0.99562,79.418,0.84694,3411.8,1.9005,39.402,0.35331,0.080684,0.98585,69.174,69.191
445.64,0.83982,221.53,0.85613,1696.7,3.4447,31.834,0.27653,0.28619,0.99007,157.76,157.9
563.61,0.90941,262.4,0.93384,2719.9,3.4608,3.7903,0.56764,0.086822,0.9916,685.52,685.95
608.9,0.99724,24.293,0.87582,2015.3,1.4248,19.323,0.13712,0.20607,0.99618,26.151,26.107
410.03,0.81308,113.87,0.82871,3543.6,3.2951,34.912,0.59665,0.27343,0.99142,202.49,202.54
643.35,0.87718,97.661,0.94806,3105.7,1.3188,27.754,0.59628,0.17006,0.99568,155.17,155.18
519.45,0.91843,33.166,0.98092,3539.5,2.2719,24.259,0.45953,0.090295,0.99562,47.893,47.892
423.7,0.8123,275.31,0.82063,3486.9,3.6456,29.422,0.4944,0.25462,0.98514,846.56,845.89
302.85,0.98482,224.16,0.93261,2511.9,1.7938,28.519,0.33917,0.24903,0.98835,162.44,162.44
390.06,0.89963,196.69,0.94061,3011,2.1745,14.829,0.21935,0.20457,0.99078,99.062,99.08
151.4,0.96918,53.547,0.81421,1209.8,3.4802,22.324,0.38108,0.26456,0.98076,41.204,41.268
510.96,0.86049,96.273,0.87313,2258,2.2814,19.002,0.46472,0.26697,0.99365,90.276,90.096
653.76,0.89086,10.593,0.829,2883.3,1.8072,17.829,0.44053,0.1366,0.9963,28.744,28.781
648.02,0.82619,221.47,0.94332,1155.3,1.7917,0.24849,0.53068,0.1991,0.99372,180.6,180.33
331.76,0.98435,20.284,0.93957,3484.1,1.5512,17.216,0.26467,0.070653,0.99348,24.26,24.273
545.8,0.91453,185.32,0.81923,1006.4,3.1781,39.258,0.54855,0.065777,0.99281,163.66,163.8
487.52,0.94593,184.88,0.86171,3305.2,3.9296,7.2217,0.30371,0.10604,0.99255,128.59,128.58
523.48,0.87469,115.24,0.97504,2534.6,2.6924,2.5171,0.43187,0.16094,0.99425,80.074,80.063
622.97,0.91874,74.474,0.98404,3794.5,3.9495,9.4396,0.54635,0.094582,0.99612,130.4,130.4
467.73,0.89805,250.99,0.87209,1492.4,2.0431,38.483,0.53664,0.27448,0.99048,305.4,305.19
485.97,0.85274,258.34,0.89104,1682.7,2.0524,17.773,0.40564,0.056006,0.99075,174.18,174.19
697.72,0.90903,37.955,0.80608,1041.8,1.0138,2.5012,0.55108,0.078583,0.99571,21.382,21.375
741.96,0.92923,166.61,0.94108,1846.2,1.7731,22.434,0.30564,0.054557,0.99564,98.159,98.098
597.96,0.98742,314.67,0.99,1498.5,3.9471,35.293,0.34105,0.080618,0.99321,259.75,259.74
489.18,0.83856,224.53,0.87852,2212.4,2.1876,39.203,0.22824,0.19559,0.99114,147.4,147.25
390.34,0.93031,273.34,0.9374,1890.5,3.6373,8.4137,0.59084,0.099154,0.98907,314.94,314.96
231.81,0.91985,250.61,0.88106,2780,3.5828,18.3,0.27793,0.26337,0.98196,152.75,153.14
668.17,0.88456,286.21,0.83142,1950.9,3.4486,16.338,0.30359,0.062687,0.99266,204.54,204.51
579.87,0.96915,15.204,0.99601,2875.3,3.9379,8.8449,0.10738,0.15391,0.99655,12.703,12.724
494.96,0.83079,195.48,0.81576,1043.5,2.6649,22.348,0.54187,0.073555,0.99103,148.73,148.43
671.9,0.93357,285,0.99581,2929.2,1.0285,25.613,0.44565,0.15778,0.99335,538.55,538.4
486.2,0.96038,68.411,0.84314,1928.8,3.095,22.796,0.56862,0.19327,0.99419,74.663,74.719
242.12,0.97902,130.91,0.83199,1396.7,1.7169,7.3707,0.41263,0.29686,0.98627,68.936,68.896
654.26,0.83093,90.473,0.88508,3678.9,1.9863,1.2858,0.38732,0.05508,0.99491,60.912,60.928
319.56,0.90572,33.789,0.8421,2591.6,2.2412,15.521,0.17574,0.13039,0.99105,22.862,22.878
169.57,0.90421,132.66,0.93724,2661.3,2.0647,17.377,0.42204,0.21136,0.98115,80.65,80.629
172.39,0.87017,267.32,0.89057,1813.9,1.6456,38.457,0.27357,0.26572,0.97386,157.5,157.83
159.39,0.97663,57.017,0.8683,3348.6,1.8997,24.228,0.33149,0.26746,0.98294,45.821,45.829
785.79,0.9772,332.36,0.99952,1143.1,2.8444,6.775,0.35454,0.12774,0.99469,260.61,260.6
154.94,0.84384,79.302,0.8791,2226.7,3.275,38.474,0.58337,0.13765,0.97927,81.39,81.411
492.89,0.95275,150.62,0.90574,1002.4,3.2802,2.8321,0.41004,0.18929,0.99346,76.534,76.754
792.86,0.95986,36.369,0.82482,2513.6,3.9785,31.063,0.25818,0.067537,0.9967,49.14,49.159
667.87,0.88822,147.38,0.82825,2513.6,1.5763,5.0528,0.30098,0.2539,0.99444,95.202,95.218
767.71,0.90478,216.44,0.80943,2963.4,2.2747,10.417,0.25026,0.1433,0.99444,170.26,170.09
491.81,0.8742,178,0.9184,1558.9,2.2653,21.281,0.41969,0.13566,0.99262,123.31,123.36
412.86,0.90465,169.2,0.85583,1932.8,1.5543,39.171,0.11117,0.29874,0.99096,88.574,88.845
624.99,0.96661,290.54,0.87117,2331.3,3.9893,13.714,0.40666,0.1446,0.99234,452.69,452.41
182.37,0.90655,131.9,0.81827,3692.5,3.6804,10.495,0.1989,0.057124,0.97961,42.392,42.398
372.58,0.8876,92.606,0.93841,1618.6,2.4023,18.005,0.47928,0.055448,0.992,60.629,60.627
743.13,0.83606,249.29,0.86049,3909.4,1.8194,24.059,0.20699,0.13781,0.99368,243.15,243.2
105.53,0.87546,311.04,0.83536,2416.1,2.7018,1.9016,0.5431,0.23488,0.94949,252.27,252.32
118.01,0.80963,121.08,0.912,2196,3.7911,16.277,0.52502,0.16931,0.96957,78.059,77.965
485.16,0.93458,268.13,0.99254,1726.9,2.2198,4.8429,0.53478,0.25977,0.99177,327.37,327.44
304.24,0.82158,28.486,0.87147,1826,2.236,11.871,0.58728,0.076139,0.99024,25.423,25.427
606.15,0.8265,247.59,0.80453,3031.2,1.3536,6.4174,0.43461,0.28583,0.99134,443.13,443.51
791.66,0.83617,48.783,0.96451,1117.2,3.9992,27.372,0.40346,0.19207,0.99663,53.729,53.711
356.14,0.9793,303.96,0.92384,3423.5,2.5582,16.857,0.54114,0.11464,0.98584,634.55,634.58
222.88,0.81559,15.219,0.82013,1669,3.015,3.2752,0.17631,0.093636,0.98625,5.8699,5.8671
197.27,0.90269,200.14,0.93371,3448.7,2.5356,11.491,0.5424,0.075822,0.98143,152.39,152.35
120.8,0.8227,37.126,0.93523,2543.5,1.3113,11.321,0.24593,0.27935,0.97596,21.509,21.494
697.19,0.83965,340.8,0.90284,2035.7,1.665,34.654,0.51492,0.080278,0.9899,862.43,862.46
366.5,0.96569,349.08,0.82134,2840.3,3.9535,11.52,0.36655,0.21375,0.98427,437.62,437.13
491.21,0.82326,340.39,0.9246,2895.9,1.4687,33.097,0.51163,0.098449,0.98602,801.54,801.68
340.86,0.89381,249.64,0.95552,2667.8,2.0914,34.366,0.58529,0.11623,0.98784,332.46,332.45
336.95,0.94704,117.24,0.89021,1202.9,3.2285,29.255,0.16307,0.063266,0.99069,51.064,51.029
618.64,0.9729,127.01,0.9897,1567,2.9862,34.126,0.39618,0.15285,0.99566,110.76,110.79
584.72,0.86336,260.38,0.98851,2180.8,1.4343,32.626,0.41516,0.087849,0.99295,255.55,255.51
738.18,0.84112,135.89,0.83518,1928.3,2.8276,19.227,0.57812,0.16215,0.9951,181.27,181.44
115.95,0.9882,48.834,0.8705,1990.5,1.3947,31.02,0.18763,0.054489,0.97726,38.796,38.789
666.46,0.92325,27.432,0.84143,3555.8,2.6627,23.426,0.28203,0.27417,0.99611,42.394,42.343
525.71,0.99485,343.23,0.985,1179.8,1.8909,6.9632,0.47594,0.057691,0.99175,290.46,290.39
335.28,0.99699,72.415,0.80772,3943.8,3.8211,6.6813,0.56673,0.074366,0.99128,66.181,66.194
351.26,0.95749,26.737,0.88864,3073.9,3.8633,23.615,0.53496,0.27262,0.99323,42.265,42.282
314.49,0.81133,86.336,0.97684,1458,3.3953,8.2054,0.50125,0.28462,0.99012,56.104,56.191
513.17,0.86554,75.127,0.88404,1224.5,3.6998,31.357,0.23635,0.15132,0.99394,54.81,54.687
284.52,0.85681,273.26,0.99879,2686,3.4031,21.304,0.52778,0.26273,0.98448,356.34,356.34
795.56,0.88443,183.02,0.82113,3713.8,1.7252,21.619,0.27398,0.12686,0.995,197.68,197.67
198.26,0.99176,195.25,0.92577,3546.5,3.1147,15.216,0.36394,0.10523,0.98318,111.36,111.39
485.14,0.96987,160.76,0.86379,2717.2,2.9263,16.908,0.14026,0.12188,0.99298,60.343,60.328
549.4,0.84008,250.89,0.80888,1058.5,3.3001,20.841,0.12362,0.23372,0.99116,93.318,94.246
738.14,0.99501,159.76,0.81718,3162.8,3.7208,5.897,0.36507,0.15457,0.99548,207.19,207.23
758.86,0.90127,227.04,0.923,3019.5,3.8631,22.724,0.34591,0.078019,0.99477,353.6,353.62
454.14,0.98517,110.91,0.85018,3826.6,1.6514,39.812,0.14251,0.2754,0.99331,86.42,86.438
570.87,0.94445,62.073,0.83007,1169.9,3.4883,15.406,0.30602,0.14612,0.99479,36.663,36.616
102.73,0.83035,107.71,0.91227,2506.4,2.5069,15.258,0.38139,0.12358,0.96636,53.204,53.219
163.16,0.92617,30.62,0.8276,3893.9,1.6981,4.706,0.29229,0.17257,0.98243,14.204,14.21
404.35,0.80463,21.279,0.81312,3743.6,3.8149,4.8689,0.44359,0.23977,0.99216,18.003,17.984
347.8,0.95356,57.506,0.88141,3712.8,3.0316,35.033,0.37254,0.094224,0.99236,67.191,67.195
763.97,0.97344,137.05,0.88507,2837.7,3.7571,17.58,0.3917,0.2691,0.99618,226.79,226.69
169,0.8087,328.41,0.85023,1642.3,1.7529,27.794,0.39036,0.21189,0.96599,228.63,228.38
248.32,0.94567,325.41,0.82102,3425.2,1.9681,33.502,0.49767,0.16215,0.97742,439.03,439.01
283.28,0.86611,92.703,0.83532,3886.2,3.4281,37.612,0.25555,0.18944,0.98799,80.481,80.415
205.46,0.82792,38.07,0.88886,3260.9,3.8131,13.49,0.50351,0.25013,0.98545,32.964,32.968
550.97,0.9384,315.68,0.91729,3815.3,1.0406,31.648,0.39482,0.24558,0.98931,855.37,855.03
152.84,0.87527,61.54,0.81315,3851.3,1.0211,23.74,0.25158,0.19352,0.9783,41.994,41.994
178.45,0.95078,44.675,0.90341,2929,2.445,17.07,0.42056,0.17405,0.98537,34.65,34.651
413.71,0.81426,259.92,0.87068,2706.1,2.4646,32.979,0.53706,0.23206,0.98747,468.46,468.43
374.34,0.97349,275.66,0.89391,2707.1,3.7698,27.52,0.139,0.17608,0.98928,126.04,125.94
702.33,0.9244,259.28,0.88751,3948.3,1.5863,21.379,0.40483,0.13434,0.99172,1397.9,1397.5
257.79,0.97844,343.68,0.94291,3058.6,3.6046,7.3708,0.23653,0.28339,0.98267,231.33,231.25
494.13,0.8571,154.08,0.89955,1149.3,1.9334,16.762,0.49358,0.25081,0.99274,112.96,112.84
171.58,0.95481,16.921,0.87823,1714.5,3.1276,12.266,0.11717,0.14511,0.98598,14.619,14.632
183.92,0.89068,103.94,0.83078,2276.4,3.7081,33.359,0.45014,0.27548,0.98147,89.723,89.687
313.98,0.84486,213.6,0.9661,1242.2,2.2674,9.1365,0.45344,0.13713,0.98772,123.3,123.23
271.46,0.83839,197.1,0.81972,1988.4,1.3976,20.316,0.48263,0.063318,0.98366,126.45,126.4
301,0.97689,134.89,0.83842,2235,3.0693,29.908,0.2923,0.2548,0.98906,90.643,90.829
358.74,0.8483,151.99,0.854,3349.7,2.0553,20.063,0.24898,0.083337,0.98919,74.572,74.596
785.38,0.94719,340.02,0.87797,3869.9,1.6393,29.794,0.13276,0.1346,0.99375,266.32,266.21
408.43,0.88114,288.01,0.89633,3535.4,1.3877,25.709,0.33952,0.074746,0.98854,237.5,237.46
661.64,0.91245,67.663,0.98074,3626.1,2.1057,26.228,0.26125,0.11545,0.99614,63.014,62.998
539.49,0.90532,226.45,0.9458,1613.5,3.1452,4.8295,0.55765,0.27733,0.9929,273.51,273.47
158.32,0.99546,320.51,0.9802,3418.8,1.207,7.5782,0.34068,0.22371,0.97459,200.45,200.46
303.27,0.92394,163.87,0.80926,1191.8,3.0582,21.711,0.50539,0.2032,0.98744,116.51,116.7
447.05,0.94026,268.48,0.93704,3712.9,1.2755,13.582,0.4368,0.22426,0.99034,417.77,417.76
319.51,0.83867,301.37,0.93704,2323,2.1551,22.081,0.34605,0.17336,0.98498,220.43,220.12
246.76,0.93415,24.073,0.94021,3863.1,1.4433,14.386,0.2057,0.21314,0.99041,21.971,21.961
296.94,0.85046,349.18,0.88307,1336.6,3.8032,17.621,0.12636,0.15893,0.98281,111.59,111.23
614.72,0.94779,37.6,0.84858,3417.1,2.577,39.529,0.23846,0.12897,0.99583,59.827,59.828
576.52,0.97222,285.81,0.84424,2126.4,2.9696,36.422,0.32054,0.10707,0.99217,257.1,256.93
517.05,0.86857,212.02,0.94597,2460.5,3.1385,33.82,0.54382,0.17234,0.99252,356.75,356.77
501.86,0.96574,27.828,0.96569,3874.1,2.9606,1.5335,0.40627,0.17943,0.99552,18,17.965
549.41,0.99237,278.52,0.98779,3225.1,3.1195,6.1202,0.30502,0.27014,0.99266,419.38,419.51
755.06,0.88502,73.597,0.86983,1732.7,2.5951,0.35157,0.1544,0.20984,0.99582,20.396,20.441
741,0.94604,167.49,0.96963,3467.3,1.6532,23.045,0.42152,0.12219,0.99595,271.49,271.59
696.94,0.95599,98.163,0.84179,2409.9,1.1917,34.955,0.43546,0.055019,0.9957,100.77,100.81
787.68,0.91423,82.547,0.82117,1035.5,1.3466,17.872,0.3639,0.15037,0.99593,52.256,52.128
630.85,0.98598,79.598,0.84859,2248,1.8442,9.5677,0.1818,0.12543,0.99537,31.216,31.181
593.35,0.84572,342.24,0.86324,1312,3.9162,13.239,0.27526,0.077413,0.99094,187.57,187.78
542.69,0.95857,205.97,0.9018,1380.9,1.0762,20.452,0.51277,0.11674,0.99341,160.79,160.77
700.12,0.93201,267.62,0.86092,1855.8,1.8154,4.4625,0.15314,0.11382,0.99402,83.867,83.918
184.34,0.96187,240.05,0.98044,1721,2.0398,14.251,0.33501,0.16386,0.98093,117.55,117.43
592.62,0.91589,320.16,0.88706,2085,3.3764,28.566,0.4069,0.17051,0.99084,505.18,505.17
422.52,0.80303,300.15,0.90635,1332.3,2.7439,21.419,0.47911,0.10638,0.98768,255.1,254.91
493.25,0.99249,155.86,0.9489,3717.3,3.919,8.0914,0.17775,0.05294,0.99393,61.566,61.552
494.95,0.91911,322.62,0.86359,1249.3,3.534,3.7651,0.39966,0.14603,0.98998,241.19,240.8
604.39,0.90551,29.275,0.94,1263.7,2.8198,22.772,0.48229,0.050396,0.99602,35.588,35.59
357.77,0.90244,325.56,0.95507,2673.3,2.8941,34.42,0.48817,0.066146,0.98576,435.77,435.81
558.11,0.92418,98.872,0.91148,1105.3,3.2521,32.593,0.25588,0.26244,0.99472,71.113,71.165
139.07,0.85813,233.3,0.85088,2791.2,3.0537,39.12,0.5628,0.29244,0.96724,235.66,236.03
618.59,0.95167,194.06,0.94471,1280,2.8881,11.445,0.59213,0.15639,0.99459,191.54,191.8
792.91,0.87326,302.8,0.94247,3371.6,1.4497,1.2161,0.20651,0.097813,0.99432,203.41,203.3
658.21,0.91825,290.68,0.82926,1679.1,3.6101,35.014,0.33439,0.20951,0.99244,310.2,310.16
730.39,0.80073,300.3,0.99889,2116.9,1.8041,17.092,0.25898,0.24032,0.99349,273.71,273.72
193.98,0.8808,341.38,0.9074,2332.6,1.8093,9.815,0.19935,0.055061,0.97549,106.22,106.23
639.96,0.83464,315.79,0.92774,1221.1,2.8218,35.514,0.16319,0.16148,0.99253,150.53,150.65
494.17,0.85817,41.389,0.86704,1899.4,3.7682,36.12,0.31385,0.24627,0.99423,56.742,56.783
442.29,0.89233,306.71,0.99776,1220.5,3.3721,28.401,0.50437,0.19191,0.98981,324.72,324.81
712.65,0.99794,158.34,0.93145,3205.3,3.658,8.1649,0.35103,0.18841,0.99589,195.19,192.69
461.49,0.82326,61.649,0.995,3572.1,3.2133,37.82,0.5826,0.13963,0.99438,115.99,115.98
770.14,0.93073,54.357,0.86874,3951.1,1.2546,4.6254,0.46507,0.1496,0.99649,60.619,60.668
720.46,0.8197,121.05,0.81726,2565.7,3.7276,18.266,0.17554,0.28232,0.99466,87.996,87.915
767.17,0.85496,47.567,0.9268,1770.2,2.0386,28.501,0.23736,0.1295,0.99642,45.115,45.086
729.31,0.91815,293.61,0.94202,3326.7,3.3873,14.708,0.35121,0.061414,0.99272,780.39,780.8
368.88,0.9051,72.45,0.80127,2109,2.4625,38.339,0.27376,0.15084,0.99118,64.066,64.052
751.47,0.88936,341.8,0.83723,2777.7,3.3671,37.192,0.34149,0.11775,0.98917,1191,1192.3
411.39,0.81026,206.78,0.99355,3790.7,3.343,14.426,0.25108,0.07409,0.99066,116.02,116.03
373.32,0.90617,210.4,0.97772,3606.7,2.5061,24.555,0.39552,0.19544,0.99044,224.02,224.04
148.02,0.95112,337.7,0.91859,2205,1.4137,17.812,0.35107,0.15823,0.96903,199.49,199.21
787.95,0.90066,315.68,0.93247,2590.5,3.4921,22.982,0.55611,0.20549,0.39425,1.7491e+05,1.7474e+05
344.61,0.93045,165.06,0.83512,3564.4,1.4916,9.3335,0.29173,0.051247,0.98922,72.364,72.373
747.95,0.86492,98.204,0.85274,1621.4,2.3922,35,0.10531,0.080166,0.99547,53.211,53.219
542.75,0.83795,146.83,0.81143,1550.7,1.2178,10.543,0.11298,0.14092,0.9924,38.92,39.029
546.24,0.91992,106.99,0.92341,1398.8,2.3152,24.788,0.31312,0.28754,0.99456,74.63,74.638
608.61,0.87283,288.67,0.90271,3321.9,3.5818,24.305,0.33044,0.065061,0.99179,418.68,418.73
113.11,0.94318,146.7,0.81106,1421.6,1.8206,38.085,0.41032,0.2927,0.96795,103.83,104.19
333.67,0.8072,312.83,0.98948,3972.9,1.6498,20.382,0.22521,0.076812,0.98596,160.84,160.88
409.73,0.94963,152.69,0.9233,2544.7,1.2784,10.202,0.24112,0.29618,0.9922,76.894,76.704
722.76,0.80954,192.27,0.82464,3512.9,2.9616,38.623,0.55017,0.11422,0.99291,2489.8,2489
486.3,0.84065,349.26,0.9234,2236.3,1.9487,7.6098,0.57634,0.23992,0.98342,1186.7,1186.8
581.46,0.84566,165.43,0.80506,1304.4,1.1703,24.381,0.45141,0.18392,0.99287,122.07,122.22
691.98,0.89097,299.22,0.82351,1303.1,1.5298,31.442,0.53565,0.11567,0.99226,373.82,373.14
267.46,0.8766,262.83,0.84889,1960.1,3.6523,26.443,0.55735,0.077931,0.98225,242.72,242.7
413.99,0.92494,202.12,0.8512,3436.4,1.495,1.7651,0.15618,0.25537,0.99058,76.869,76.709
382.37,0.90059,326.87,0.91016,1561.7,2.8661,4.2702,0.3355,0.17503,0.98752,205.31,205.41
563.75,0.90265,52.611,0.88597,1520.9,1.6153,13.293,0.55915,0.28071,0.99505,46.992,47.101
385.71,0.88709,299.76,0.96469,3123.4,1.8135,15.953,0.28961,0.19509,0.98853,229.21,229.24
204.79,0.97635,199.23,0.98967,2936.5,1.7591,14.801,0.12024,0.054615,0.98449,46.861,46.871
713.01,0.9429,201.39,0.9167,2156,3.4049,38.85,0.38863,0.25379,0.99503,307.02,306.34
530.74,0.92667,86.199,0.92946,1291.7,3.8036,14.151,0.42719,0.15369,0.99468,58.232,58.136
107.76,0.82298,120.62,0.85186,3889.1,3.9121,4.0428,0.59915,0.29963,0.96512,88.262,88.168
457.68,0.90027,160.02,0.87403,3660.5,1.9973,15.24,0.31103,0.17736,0.9922,116.67,116.7
195.33,0.96378,135.72,0.84477,2234.8,2.2368,37.461,0.44972,0.11781,0.98302,101.55,101.64
512.61,0.96979,334.53,0.86052,1349.3,1.4231,29.544,0.5974,0.14352,0.98943,471,471.65
651.51,0.99665,310.65,0.80398,3252.1,2.882,5.9302,0.48886,0.084753,0.96958,7014.8,6986.7
652.6,0.92206,331.32,0.99411,2604.9,1.3022,29.263,0.37148,0.24218,0.99173,664.66,664.58
204,0.80541,82.047,0.93175,3048.2,3.5648,23.865,0.29232,0.050788,0.98388,49.165,49.15
766.28,0.88795,94.051,0.90879,3830.6,3.5269,9.392,0.42861,0.26103,0.9965,212.6,213.1
369.93,0.82237,131.61,0.9155,3512.3,3.6096,28.104,0.24644,0.20738,0.99045,96.618,96.753
232.42,0.90992,104,0.84802,1131.6,1.9654,25.288,0.42398,0.29165,0.98578,71.459,71.619
700.2,0.82905,329.38,0.83186,2105.4,3.4661,7.5902,0.14696,0.18035,0.99216,162.25,162.42
320.89,0.82599,340.94,0.91714,2273.3,2.1617,20.455,0.44803,0.22792,0.98195,394.12,393.89
279.63,0.93885,313.66,0.99224,1340,3.7415,22.742,0.36944,0.11084,0.98522,196.12,196.27
138.98,0.84928,280.48,0.90468,2679,3.0206,13.076,0.48102,0.065503,0.96623,186.02,185.89
704.66,0.8042,30.662,0.9133,2164.6,3.0147,36.119,0.58493,0.099756,0.99623,67.897,67.905
759.52,0.87786,64.41,0.84977,1249.5,1.1249,1.2323,0.25615,0.083269,0.99581,18.968,18.955
491.69,0.86852,98.598,0.83205,1763.1,1.6278,26.261,0.10119,0.20682,0.99285,46.996,47.163
704.53,0.98736,225.54,0.80165,1749.9,1.8281,35.608,0.18883,0.26991,0.99428,148.21,148.38
602.97,0.86612,272.49,0.95068,2736.5,2.9982,31.549,0.56061,0.18518,0.98901,1640.4,1638.7
427.92,0.81044,199.95,0.86673,2916.5,2.8138,34.924,0.27319,0.17671,0.98986,150.55,150.69
466.13,0.84951,263.52,0.84414,2648.3,1.7263,10.288,0.3429,0.27124,0.98952,239.24,239.3
544.6,0.95588,248.8,0.90976,2762.3,1.1516,7.4394,0.29092,0.070544,0.99297,132.39,132.38
102.94,0.80148,70.251,0.85987,1523.5,3.3107,25.348,0.29141,0.12021,0.96584,43.336,43.27
